Size: 128
Workaround: -55,9 canvas
60.87,13.48
69.93,80.76
70.35,48.94
74.36,105.37
79.36,53.89
81.17,29.57
83.25,7.36
83.76,2.82
89.85,50.15
93.02,127.34
94.86,10.30
102.06,14.34
102.11,71.97
103.42,101.03
106.78,85.15
110.83,49.91
111.15,90.26
115.84,1.03
117.21,33.52
119.65,81.66
120.16,23.40
126.79,10.47
0.49,40.61
4.65,22.52
5.52,69.19
9.86,83.64
9.96,89.94
11.82,122.80
12.53,32.39
13.35,50.49
15.27,58.52
21.69,93.94
25.89,23.43
26.57,103.65
26.94,64.11
29.05,17.55
29.96,77.96
33.59,13.57
38.27,102.80
39.79,18.83
55.65,58.87
58.73,49.86
67.87,55.81
69.70,67.69
73.58,6.08
81.60,25.84
85.50,83.21
89.30,92.74
101.46,48.83
103.98,97.92
105.91,81.78
109.00,123.11
111.82,37.12
114.97,17.03
125.52,6.21
3.38,11.65
3.43,85.31
10.89,60.31
12.65,101.76
16.13,18.97
16.47,94.83
19.02,98.65
19.29,90.21
22.95,115.51
24.46,102.05
24.54,33.09
26.88,78.82
29.61,40.19
32.49,3.68
33.63,56.23
37.74,15.69
39.58,30.88
39.97,20.98
47.62,65.04
60.43,105.77
60.61,37.86
70.57,37.50
70.93,74.18
71.95,1.33
72.68,34.80
74.18,60.85
74.81,58.47
81.65,19.81
83.94,60.45
85.29,117.69
85.70,1.95
85.93,13.05
87.34,54.49
89.78,111.16
91.50,42.31
95.53,19.64
103.50,112.76
106.53,122.36
108.49,8.47
108.81,56.26
122.39,113.59
126.70,122.70
127.10,59.98
3.80,100.13
6.36,94.27
7.88,1.01
8.50,105.82
14.02,123.38
14.49,5.46
15.38,101.54
23.56,45.20
24.55,26.50
25.94,3.77
26.78,12.87
27.27,9.75
43.25,58.36
45.16,119.50
48.93,36.92
49.02,77.22
49.51,35.12
51.03,29.11
61.61,59.62
64.20,47.63
71.63,65.81
73.06,73.14
76.52,76.57
89.18,127.96
96.11,99.57
99.50,71.68
99.88,96.50
101.65,27.21
101.80,35.48
102.90,31.00
104.58,41.43
106.55,79.13
108.83,58.86
117.46,111.00
124.92,108.12
126.40,76.65
0.02,28.32
2.48,93.05
10.44,110.62
10.51,8.00
12.56,94.53
13.06,3.42
14.01,64.37
20.67,5.88
23.57,38.77
24.72,78.90
24.79,104.56
26.44,126.95
27.73,54.45
28.40,76.22
29.32,0.42
36.78,45.98
38.79,58.40
39.66,87.88
39.74,0.00
39.74,128.00
41.40,14.76
41.78,98.82
43.38,19.90
46.34,111.37
48.57,8.71
56.13,60.73
57.42,17.67
57.75,1.07
59.03,55.71
59.79,18.78
61.38,97.83
65.33,16.52
66.94,72.27
67.11,85.32
76.88,68.98
77.00,92.10
81.05,106.46
87.54,35.52
91.12,61.54
92.82,80.20
92.95,8.82
102.06,24.60
106.16,111.75
108.97,50.86
117.82,92.83
121.98,70.31
122.79,53.18
2.07,77.81
4.21,45.04
9.87,94.79
13.57,52.77
15.37,24.68
22.65,87.16
26.89,106.56
29.67,9.72
30.72,12.29
34.75,12.15
39.22,107.68
46.01,109.09
50.10,39.40
58.22,8.09
62.26,23.72
62.76,99.84
64.51,101.61
64.70,10.58
65.88,42.20
68.13,43.17
71.95,113.35
80.92,103.27
85.23,79.17
85.32,28.76
86.68,37.48
87.37,78.97
97.63,126.73
103.17,47.11
106.28,35.48
106.62,23.92
106.97,124.45
114.52,26.03
119.36,48.56
121.90,29.10
123.34,17.58
126.72,118.09
0.04,75.63
7.78,118.13
10.69,63.11
14.66,29.94
21.95,7.28
23.38,53.64
23.50,95.11
27.73,122.35
28.05,109.20
28.96,106.70
31.19,110.86
33.63,74.52
36.14,95.09
38.39,91.84
43.97,121.12
46.02,78.07
46.77,79.89
53.47,30.34
53.67,69.35
56.99,6.30
57.67,110.01
60.75,1.67
62.44,31.85
63.36,127.00
83.22,89.83
87.26,0.44
90.01,86.57
90.49,7.83
92.62,94.23
104.03,116.02
106.76,38.01
109.77,38.59
110.99,47.38
111.33,78.28
111.61,88.02
115.02,51.16
115.57,109.85
119.26,90.36
119.84,58.56
120.12,42.74
3.38,63.11
7.03,53.30
20.02,126.26
28.28,81.73
35.48,58.90
37.37,113.09
37.46,80.76
40.07,70.58
44.99,115.53
48.04,57.20
49.05,112.48
51.23,98.80
51.88,43.01
59.64,67.99
70.17,83.85
71.81,124.25
76.28,87.15
78.63,49.35
79.34,126.27
83.09,68.16
83.65,69.91
85.78,10.54
88.75,42.34
88.80,102.84
89.55,94.90
89.84,52.05
90.21,27.42
90.93,108.46
94.93,62.77
95.71,106.87
96.92,114.77
98.01,57.47
99.67,14.15
102.46,65.49
108.93,45.99
111.20,126.69
116.03,121.97
116.27,6.65
122.63,66.48
122.77,5.15
123.69,106.45
0.67,11.32
10.58,26.70
10.72,104.14
14.67,32.02
15.75,127.61
25.41,53.93
30.52,14.41
33.84,40.50
34.72,19.16
44.04,11.39
47.79,115.66
47.98,81.84
55.50,120.13
66.76,77.33
71.99,91.74
73.55,120.75
76.21,59.82
76.56,111.21
80.70,63.88
81.13,100.73
83.86,19.45
85.55,71.17
86.52,73.32
91.99,111.83
97.76,20.64
99.40,102.05
104.16,37.01
111.14,82.26
112.08,27.32
124.85,49.19
125.02,93.01
126.21,110.70
Path: m0,0 h0
Style: stroke-linecap="round" stroke-width="1" stroke="#685d45" opacity=".4"
12.23,115.68
14.79,46.05
16.37,67.60
17.15,53.17
18.49,24.80
19.89,67.97
20.19,110.99
23.72,18.74
24.00,51.00
24.58,67.97
25.05,65.59
25.12,84.31
31.97,94.84
33.69,16.90
35.85,21.24
39.89,84.10
41.92,120.25
42.06,67.25
42.62,38.56
45.86,70.77
47.52,23.63
48.96,41.46
50.73,45.03
58.16,15.51
61.13,17.25
67.28,63.27
72.59,37.85
76.98,89.22
83.84,44.96
88.59,69.81
94.48,23.66
99.13,10.56
102.26,69.43
102.32,81.01
102.41,60.08
102.78,11.45
107.90,97.03
110.73,28.83
115.54,70.15
115.78,78.61
119.86,99.42
121.62,83.06
123.13,81.81
124.63,97.02
0.87,53.05
6.77,29.84
8.10,112.55
14.96,91.94
26.21,28.35
28.54,12.02
28.61,79.48
31.83,32.68
33.99,68.71
34.16,94.77
35.89,39.85
40.30,25.90
42.49,73.98
44.53,74.86
45.52,18.28
51.50,53.88
53.92,83.49
55.81,22.24
58.25,12.80
58.39,90.60
61.07,47.91
61.18,53.44
62.54,5.06
63.70,45.62
68.45,82.62
69.53,21.38
75.58,34.35
77.69,65.44
80.76,22.38
85.52,63.80
87.95,33.15
89.21,18.22
92.58,109.46
93.96,104.35
94.79,109.21
95.29,116.99
100.02,5.15
103.96,5.94
108.21,36.87
108.35,119.60
115.59,117.85
118.11,15.66
118.44,53.97
122.01,56.64
122.28,35.45
126.45,65.46
127.07,102.85
127.16,35.52
0.77,32.02
12.97,56.11
13.11,42.11
16.93,23.94
20.72,33.82
21.33,99.43
24.85,12.71
30.40,112.74
32.41,0.38
37.81,76.41
38.09,94.40
40.07,48.65
46.27,90.39
47.72,50.05
50.66,47.16
53.47,10.71
55.76,39.85
56.00,56.41
56.64,74.08
58.50,60.05
59.14,74.69
59.70,83.76
59.81,99.86
69.16,53.92
74.25,36.48
78.50,93.23
90.34,38.06
94.40,92.69
99.97,115.31
100.19,61.45
105.17,99.59
106.79,17.81
107.88,30.49
107.95,26.60
110.91,115.67
113.45,118.40
114.09,68.17
115.38,126.38
120.55,115.36
124.10,122.54
125.18,71.58
127.60,88.51
0.81,60.11
3.63,18.48
5.37,103.60
5.50,101.50
5.65,14.79
6.64,8.92
10.17,81.00
11.02,36.52
11.62,50.28
12.49,58.24
13.81,97.18
18.90,84.98
19.68,45.76
23.47,125.48
24.55,71.63
25.92,122.24
30.17,67.88
30.32,93.61
35.65,17.00
37.74,30.84
39.76,38.59
44.24,5.21
49.98,85.13
52.68,27.21
62.17,102.06
64.18,24.44
65.11,71.24
65.31,55.52
77.35,61.36
80.27,72.95
85.38,95.34
88.17,22.03
90.24,55.52
91.23,83.22
95.82,4.97
98.42,116.59
99.19,35.96
111.12,0.92
113.41,126.93
120.44,55.55
3.92,72.95
17.10,124.47
17.24,118.40
21.00,107.41
21.67,1.04
26.70,18.79
42.04,54.39
43.94,55.28
51.85,69.91
54.40,117.56
55.80,24.94
57.34,62.52
60.51,50.85
65.70,88.02
69.39,4.04
78.66,59.07
78.81,56.57
81.13,120.34
84.07,26.30
84.09,43.05
88.56,46.29
88.83,24.01
89.90,89.89
90.57,44.47
90.60,4.83
98.37,2.93
98.94,26.16
101.94,3.49
106.39,0.30
110.52,76.20
117.63,69.63
122.78,19.73
124.19,7.81
0.76,99.16
2.65,47.08
6.57,21.63
9.61,31.24
12.54,9.52
22.03,37.72
22.23,29.20
24.08,74.84
26.12,30.85
37.24,117.72
42.79,65.33
49.00,4.08
50.39,62.05
53.00,108.28
53.21,64.65
56.83,121.80
63.25,53.61
67.46,104.28
69.35,103.45
74.79,78.75
77.05,115.53
79.39,18.90
81.22,3.85
83.59,116.24
83.97,91.82
84.75,36.74
87.84,76.91
90.97,98.80
95.13,95.29
97.56,118.19
103.64,67.69
110.63,85.99
116.28,124.22
117.30,35.91
118.10,114.24
118.68,117.83
126.98,97.07
127.39,126.64
1.21,85.91
1.97,69.81
5.92,62.79
8.82,35.36
10.51,4.83
14.83,81.52
14.95,60.34
21.95,42.50
23.23,15.09
23.71,16.89
26.78,71.56
34.61,1.41
35.55,28.05
35.89,124.40
37.48,120.09
37.79,40.85
40.22,17.07
40.25,40.73
44.19,102.59
44.74,29.23
46.52,60.26
51.87,40.87
52.79,85.15
53.85,80.92
56.46,104.84
58.01,106.28
63.61,104.63
64.89,40.76
65.12,35.38
65.47,75.66
67.28,81.25
76.77,106.82
78.08,17.42
79.71,123.05
81.64,31.87
87.39,20.00
87.61,52.28
91.25,16.38
92.96,16.86
93.28,106.89
94.42,61.02
94.98,37.49
95.37,42.01
98.00,0.65
99.95,108.42
101.57,19.27
102.90,87.48
105.27,63.18
110.31,101.19
113.40,29.28
114.64,112.20
117.65,104.79
123.80,78.08
126.38,94.88
126.98,46.14
6.68,23.89
7.68,64.22
9.03,51.42
9.57,37.82
12.05,28.43
13.94,1.65
14.99,37.94
15.81,41.22
16.24,76.24
21.62,70.03
27.98,38.63
28.54,118.09
30.48,31.31
33.44,92.91
42.80,111.97
45.48,48.02
45.99,51.32
51.07,104.74
51.57,49.02
53.28,34.72
53.74,56.28
67.91,17.44
71.60,97.86
72.03,80.77
78.67,7.48
90.16,115.15
90.96,69.67
93.30,28.19
94.07,121.67
100.36,81.39
100.90,104.43
107.34,40.28
110.09,113.28
115.49,10.91
115.52,37.61
120.63,62.06
124.37,25.70
3.30,16.19
5.86,96.56
7.93,71.85
19.16,31.95
23.44,99.34
24.29,30.27
29.29,20.32
33.82,110.53
34.99,76.74
38.02,78.40
41.78,52.23
47.62,6.32
48.14,28.60
48.62,52.73
51.18,76.95
51.97,101.00
53.27,106.07
54.40,0.38
61.28,75.48
62.81,9.43
67.54,99.13
75.31,52.86
78.13,35.39
78.53,0.59
85.03,127.57
90.35,96.84
97.26,31.16
99.47,88.24
101.69,109.80
102.32,114.91
104.89,47.05
106.64,108.04
108.26,76.40
112.43,44.57
113.26,99.71
115.41,28.10
124.58,42.50
125.73,86.91
0.71,104.10
3.72,124.35
5.12,114.74
5.20,19.87
7.75,74.43
8.74,60.48
16.99,65.49
18.72,34.35
31.18,76.12
32.43,81.05
35.11,8.13
44.90,67.87
46.00,9.69
47.76,38.48
48.99,17.67
49.70,19.78
53.49,53.45
54.39,27.73
62.08,19.58
65.25,117.73
65.61,22.53
66.54,107.05
67.60,126.34
69.69,87.97
70.90,95.87
71.52,68.11
78.98,90.55
81.21,127.36
83.34,9.46
85.37,55.43
85.49,99.92
88.29,60.74
88.50,5.46
92.66,99.47
95.32,79.45
105.01,77.48
109.32,117.61
110.16,72.24
117.89,88.97
118.27,30.63
123.19,27.50
126.70,24.49
0.39,78.83
0.75,46.47
1.66,117.30
4.31,24.83
7.01,37.03
11.13,15.13
11.41,96.17
12.03,30.50
12.34,79.17
12.40,125.06
21.72,10.57
26.30,117.17
32.19,11.12
37.85,20.39
38.01,115.79
38.72,43.74
43.60,17.84
50.85,0.95
53.52,104.18
53.91,46.32
53.94,6.06
55.60,98.80
59.17,46.58
61.78,45.55
64.88,26.98
65.16,99.32
66.24,12.45
66.99,113.42
71.45,127.12
75.85,82.86
75.93,113.71
82.62,36.61
86.08,34.04
86.48,58.50
96.10,22.00
96.85,15.58
100.37,2.49
103.67,19.75
104.47,29.80
112.68,95.34
113.10,52.15
120.62,117.50
125.47,4.11
126.29,70.39
127.08,73.53
2.69,102.58
2.98,1.37
3.63,50.38
4.16,118.07
14.91,106.09
14.95,115.44
19.38,120.48
20.58,85.69
28.53,66.30
32.68,60.82
38.05,69.27
40.80,45.06
41.61,84.52
42.84,50.48
47.43,69.71
47.46,67.42
48.61,123.72
51.37,18.58
51.43,35.36
54.21,97.06
60.01,119.73
60.45,89.76
69.54,75.88
78.41,39.10
82.09,114.01
83.71,63.01
88.09,44.20
90.00,20.90
92.37,24.53
95.43,81.22
98.60,55.66
98.85,109.96
99.84,38.14
101.81,123.70
103.46,75.68
105.69,53.33
112.91,85.50
113.64,83.60
120.28,77.56
123.18,115.58
124.81,30.73
125.65,104.96
1.24,57.69
5.43,90.53
10.08,114.99
20.65,101.55
21.64,61.96
26.01,113.64
27.92,125.01
27.98,111.80
29.91,122.25
31.88,52.30
33.61,53.36
40.55,102.46
41.32,2.28
42.18,0.15
48.55,102.67
53.78,86.95
59.58,110.99
62.43,106.84
62.91,37.63
67.25,58.34
67.61,65.42
69.41,59.21
69.56,126.35
72.33,99.94
73.89,92.11
76.27,50.31
77.23,102.66
86.45,122.65
88.18,83.08
89.38,75.17
90.76,23.51
91.13,81.28
106.63,90.46
108.25,3.15
109.02,28.56
110.48,60.43
110.64,64.42
113.26,55.05
122.03,90.59
123.00,30.62
125.42,28.77
Path: m0,0 h0
Style: stroke-linecap="round" stroke-width=".8" stroke="#685d45" opacity=".4"
2.27,75.07
2.47,44.11
3.18,115.85
6.13,71.43
12.59,21.53
12.84,92.34
17.80,112.36
21.28,14.00
21.34,50.63
35.05,66.77
35.91,114.98
46.03,104.78
47.26,120.98
47.39,85.22
47.41,97.62
48.92,72.18
51.54,79.27
53.98,89.64
55.54,72.31
55.82,19.85
57.96,114.47
60.22,15.36
61.28,8.14
62.21,11.99
62.22,95.10
64.88,3.68
68.23,111.35
69.73,85.61
72.77,57.50
74.15,40.20
74.27,107.71
76.08,0.16
77.80,46.04
78.41,3.06
82.23,38.53
84.23,49.54
85.93,60.86
86.27,85.33
101.65,58.44
102.98,104.26
103.84,105.86
106.07,116.06
106.37,103.75
108.37,19.60
110.09,80.17
114.28,35.29
119.60,113.33
121.23,10.33
121.57,107.43
124.48,65.98
125.88,89.28
126.79,0.40
1.84,87.67
2.99,3.66
3.24,83.01
5.63,58.73
9.78,67.97
15.54,87.62
17.39,116.52
17.97,8.61
21.97,122.51
23.99,5.40
24.47,90.05
26.19,39.66
29.26,87.31
29.43,99.34
34.06,99.49
34.71,3.00
35.54,72.22
39.67,7.75
41.89,115.95
44.21,0.91
45.69,86.44
53.58,126.46
54.20,42.77
58.40,27.95
63.29,96.98
66.66,30.55
69.24,56.87
73.72,42.16
76.55,57.37
77.47,117.23
79.04,111.26
79.80,115.02
84.07,65.70
86.32,48.41
95.28,53.51
95.37,76.29
96.91,120.74
102.77,50.72
104.77,39.16
110.38,66.63
111.49,17.63
111.94,74.46
113.87,73.83
118.23,13.32
121.57,95.59
123.98,14.54
124.19,55.12
124.96,39.61
127.05,43.82
5.92,112.85
8.58,45.37
10.22,119.80
19.00,10.52
21.57,52.90
23.23,77.54
24.04,122.08
24.12,110.58
26.60,82.38
27.72,21.75
32.35,72.98
36.23,5.15
37.60,56.81
40.23,35.77
42.82,114.16
49.20,14.16
53.93,76.48
64.99,96.75
67.11,60.62
69.68,6.60
74.06,10.75
78.30,43.39
78.38,24.75
78.40,81.35
80.79,88.48
82.99,71.86
87.74,12.30
92.31,62.84
99.22,44.28
104.19,25.82
111.12,30.83
111.43,24.15
113.18,3.60
113.69,37.83
115.12,46.44
122.44,60.90
3.66,126.81
3.79,29.14
12.07,81.83
17.15,120.38
25.35,37.40
37.58,47.92
39.47,46.54
42.71,46.44
49.76,51.47
52.37,60.36
53.93,61.44
54.20,4.10
55.55,83.94
57.68,23.50
58.56,79.68
59.90,77.23
71.28,30.85
71.43,51.22
72.99,45.21
75.17,3.84
76.88,71.63
87.33,125.97
88.20,7.77
92.82,102.20
93.56,42.48
94.60,70.22
96.89,63.50
101.45,8.70
101.48,53.66
103.62,56.80
108.98,0.91
114.74,93.28
116.84,76.64
125.04,126.32
1.86,123.48
2.14,33.51
3.92,70.54
4.41,37.23
5.39,28.07
19.60,113.39
22.93,12.39
23.87,85.93
28.33,14.84
42.41,82.08
42.69,123.19
44.94,37.27
50.06,59.47
52.98,112.51
54.20,110.38
55.43,67.75
58.37,39.67
65.43,105.54
67.46,6.03
67.82,45.10
69.67,33.38
73.00,118.57
74.02,76.85
74.46,28.48
80.05,27.64
80.78,80.53
82.93,108.27
89.87,79.01
91.46,19.15
96.58,59.99
104.68,15.51
110.65,103.24
111.74,117.47
113.98,87.31
116.66,91.07
117.16,22.24
121.10,64.32
121.22,111.51
122.55,120.31
123.18,68.66
123.79,100.32
124.63,75.99
127.24,48.55
0.49,65.66
3.85,39.37
7.90,95.57
12.69,19.30
21.55,35.64
25.22,48.81
30.51,37.53
39.26,2.36
51.97,127.45
54.20,92.27
59.01,122.25
63.22,76.40
63.65,59.01
64.80,69.04
72.30,76.07
76.15,99.40
76.98,32.81
78.01,63.43
78.79,87.81
79.45,21.00
82.85,1.11
96.65,78.19
100.44,16.77
105.84,113.84
106.06,73.35
107.13,46.90
109.17,16.48
112.64,113.33
112.77,16.27
113.23,19.40
117.24,62.57
122.77,117.53
1.18,112.29
1.35,81.02
2.88,21.28
4.48,48.59
7.88,12.33
9.57,127.16
9.68,71.80
11.38,17.66
19.28,92.51
21.21,26.25
28.75,42.07
29.49,64.51
30.28,48.16
31.59,99.06
34.84,87.01
35.35,23.47
40.07,81.51
49.89,116.05
51.14,110.93
56.56,31.84
64.85,113.36
83.78,80.89
87.65,30.86
88.49,58.04
96.61,71.55
100.81,56.59
103.40,1.41
108.29,115.14
109.19,125.49
109.35,35.01
118.30,67.75
120.32,122.89
126.98,91.35
3.17,109.46
5.11,2.10
10.04,13.50
12.95,111.73
14.39,119.80
16.27,108.76
17.28,103.49
17.89,0.34
20.17,83.17
22.66,91.91
23.26,58.40
23.59,108.40
25.89,51.24
27.33,48.40
29.26,44.38
29.40,35.69
31.48,107.06
32.97,44.38
36.07,10.73
36.65,88.72
40.39,110.46
40.77,89.71
46.97,107.23
47.07,124.80
53.14,22.36
55.43,113.49
56.21,14.25
57.56,69.40
59.44,87.60
61.05,127.40
62.79,15.09
64.08,65.17
67.77,79.08
72.55,16.23
79.23,76.63
81.13,124.60
83.74,122.20
85.83,42.09
88.30,87.50
93.83,36.15
94.11,114.97
96.84,23.92
104.49,49.49
109.74,5.35
110.72,42.14
110.75,12.21
111.80,105.49
113.40,14.44
118.25,56.49
118.89,75.60
122.46,79.37
124.29,50.84
124.58,102.87
3.83,5.70
4.72,31.63
7.83,83.72
11.01,107.88
14.95,110.93
20.81,77.69
28.43,52.34
29.81,27.70
32.53,108.97
45.85,122.71
46.29,26.53
53.55,58.52
56.19,42.13
57.00,4.24
59.01,10.65
60.29,41.57
65.20,61.05
67.01,8.30
78.96,85.58
81.24,96.44
83.63,30.09
99.72,91.50
100.99,11.29
107.12,99.92
107.75,109.92
108.36,81.62
116.34,60.97
118.57,64.15
119.00,18.01
120.67,38.26
120.87,53.82
124.41,118.44
127.25,108.77
8.21,19.92
12.20,39.37
14.36,77.45
16.32,43.32
21.83,109.87
23.81,40.93
30.94,115.02
33.92,120.32
35.23,48.15
37.72,26.49
39.46,114.54
39.95,99.72
48.69,87.04
49.83,121.83
53.45,78.78
54.19,50.74
60.01,94.99
62.48,25.93
64.35,81.99
69.15,71.03
70.02,19.31
72.09,23.38
74.63,86.28
75.09,118.21
78.10,96.90
78.47,51.38
80.44,1.78
82.85,28.01
83.61,84.00
92.27,56.47
97.72,87.89
119.64,110.24
120.54,66.53
121.78,40.06
123.35,98.49
0.96,8.31
4.04,56.64
5.02,92.90
5.64,0.05
9.93,57.71
15.75,28.79
16.79,35.06
17.53,100.04
21.66,113.45
23.35,112.48
23.52,63.53
24.20,96.90
25.06,81.33
25.27,60.80
26.00,20.46
28.64,7.43
30.60,91.01
41.25,30.57
46.38,62.85
48.36,110.62
48.70,33.37
51.14,32.90
53.59,19.83
54.20,13.19
56.09,49.87
67.89,108.89
69.91,64.84
71.59,40.15
74.88,71.34
76.71,36.76
85.87,8.43
88.25,2.92
91.75,92.87
92.07,26.40
93.58,82.80
100.69,0.54
101.41,21.99
117.85,85.91
118.33,65.77
121.93,122.52
124.16,110.37
124.70,120.54
5.58,124.76
8.63,10.47
8.77,110.11
10.27,124.84
10.46,92.28
11.72,88.50
14.21,54.58
15.42,121.70
19.50,4.11
19.91,60.50
25.75,73.92
26.26,46.31
29.02,70.01
29.25,72.30
32.74,63.29
37.21,86.50
43.72,77.50
46.74,42.59
48.11,47.15
50.78,124.87
51.14,74.52
53.36,66.75
63.19,88.40
69.33,62.43
70.00,44.11
72.11,28.96
73.29,126.21
73.83,81.10
75.66,11.82
82.94,21.82
83.48,126.51
85.56,120.81
90.84,127.67
91.04,53.75
93.30,119.80
94.64,51.49
97.30,111.55
97.80,7.83
98.19,12.10
98.80,104.43
109.38,21.37
110.97,111.34
119.18,21.26
126.79,62.67
5.97,87.81
7.60,18.07
12.12,5.89
18.10,28.34
22.82,81.95
28.40,62.33
29.85,124.25
33.07,85.38
38.29,62.74
38.36,83.16
42.03,17.51
42.56,103.94
44.20,94.59
47.87,89.19
51.20,57.40
51.54,67.33
57.29,99.65
59.46,2.68
61.37,78.89
63.73,1.01
64.06,124.16
65.19,50.61
69.72,28.57
70.48,111.67
76.89,122.34
79.41,79.02
80.69,112.37
82.79,78.44
92.23,39.90
96.69,109.20
98.61,16.32
104.22,89.65
104.51,61.06
105.41,126.81
105.95,12.08
106.06,2.45
106.68,105.66
115.46,33.50
