Size: 256
Workaround: -73,110 canvas
183.74,88.80
184.09,214.31
184.38,147.33
184.48,61.16
184.79,119.30
185.09,103.08
186.21,172.70
187.36,72.30
187.39,169.55
187.61,114.75
187.81,191.86
187.94,161.40
187.96,110.54
188.13,207.31
188.66,173.62
189.03,220.59
189.89,193.69
190.02,129.16
190.06,134.89
190.53,110.15
190.97,18.73
191.10,170.61
191.52,79.13
191.56,87.13
191.60,82.05
191.63,45.82
191.69,234.40
191.73,200.17
191.83,70.79
192.00,245.03
192.18,117.97
192.32,7.38
193.72,55.68
193.84,44.47
194.10,49.38
194.29,231.33
194.33,210.09
195.12,237.06
195.14,198.63
195.28,35.47
195.43,158.57
195.46,130.31
195.48,8.68
195.51,233.88
196.11,175.34
196.18,218.42
196.58,147.58
196.90,144.71
197.97,82.35
198.23,253.75
198.60,248.83
198.64,35.19
198.69,79.54
198.72,20.71
199.96,146.81
200.39,31.42
200.40,211.63
200.64,128.04
201.61,112.58
201.61,243.25
201.83,208.31
201.93,82.12
202.26,1.20
203.30,152.19
203.31,10.32
203.46,96.41
203.50,247.73
203.55,65.76
204.03,147.60
204.40,31.68
204.71,221.87
204.92,131.39
205.35,55.29
205.47,137.64
205.53,156.82
205.88,59.90
206.19,28.13
206.21,39.07
207.13,238.85
207.24,191.01
207.66,126.93
207.89,185.83
208.25,141.16
208.34,30.32
208.78,228.76
208.87,52.29
208.87,193.77
209.27,216.11
210.38,38.29
210.48,74.22
210.68,35.40
210.71,69.32
210.84,123.75
210.98,231.71
211.40,30.36
212.18,86.96
212.23,194.69
212.61,179.85
213.06,186.74
213.38,191.65
213.50,254.75
213.56,4.43
213.66,112.07
214.05,153.82
214.28,36.21
214.35,157.54
214.66,107.04
214.79,78.09
214.88,1.26
216.12,252.49
216.42,22.73
216.62,68.61
216.67,25.27
216.75,139.48
217.19,241.08
217.29,20.44
217.36,1.57
218.14,35.56
218.17,76.46
218.34,91.95
218.75,142.52
220.25,138.62
220.61,94.76
220.82,1.94
220.89,56.32
221.24,217.45
221.50,30.89
222.18,152.30
222.28,36.30
222.31,247.16
222.94,123.49
223.23,47.86
223.43,125.82
223.67,249.84
223.69,237.08
224.01,28.48
224.67,144.70
224.76,139.61
224.78,66.02
224.97,20.54
225.11,158.30
225.23,84.47
225.39,246.48
225.71,244.17
226.64,177.94
226.86,113.49
227.00,121.50
227.13,240.30
227.71,150.17
227.72,188.02
227.94,175.32
227.98,54.29
228.16,75.45
228.23,139.21
228.24,104.90
228.32,111.57
228.32,128.65
228.46,164.38
228.58,237.79
228.68,185.21
228.74,194.28
229.26,78.01
229.94,145.50
230.05,43.69
232.20,199.05
232.40,148.44
232.47,104.82
232.59,43.48
233.27,126.85
233.62,35.55
233.62,235.22
233.65,158.35
233.82,2.77
233.92,117.27
233.98,170.17
234.01,11.97
234.02,129.86
234.15,48.80
234.16,214.53
234.59,177.00
235.18,251.14
235.32,89.27
235.61,136.14
235.69,17.65
236.13,50.65
236.13,202.58
236.59,86.43
236.67,94.77
237.72,183.29
237.95,45.12
238.03,251.97
238.06,81.47
238.11,35.50
238.37,52.37
238.72,248.44
238.75,180.42
238.89,128.83
239.00,25.23
239.05,219.36
239.70,1.73
239.77,240.30
239.84,154.37
240.49,7.18
240.52,190.78
240.91,39.16
241.40,156.67
241.45,182.84
241.53,34.35
241.59,67.42
241.67,94.38
242.94,58.93
243.06,61.46
243.10,145.32
243.24,90.85
243.67,246.98
243.77,5.48
244.05,10.21
244.06,158.69
244.79,24.72
245.26,221.16
245.47,244.15
245.51,93.59
246.07,35.72
246.36,81.92
246.64,12.31
246.69,247.74
246.79,90.90
246.84,112.50
246.90,31.83
247.27,4.33
247.48,158.48
248.21,119.11
248.31,15.54
248.56,71.82
248.83,148.16
249.99,31.13
250.11,20.89
250.40,195.80
251.42,121.56
251.69,113.56
251.89,25.38
251.95,71.67
252.56,107.11
252.81,45.64
253.11,116.60
253.25,21.90
254.03,13.94
254.03,120.38
254.04,128.53
254.99,131.94
255.09,73.65
255.20,98.60
255.54,64.52
255.91,151.14
0.74,138.64
0.87,154.98
0.89,250.09
1.06,235.59
1.14,224.00
1.72,186.69
2.33,12.05
2.42,37.97
2.55,91.15
2.56,133.16
2.74,248.00
3.38,111.32
3.65,73.84
3.69,245.47
3.89,150.72
3.98,153.13
4.03,8.66
4.55,200.37
4.93,24.13
4.96,34.99
4.98,156.23
5.61,173.03
6.32,21.30
7.00,69.96
7.44,207.83
7.87,151.88
8.15,24.32
8.31,50.00
8.58,137.51
8.61,134.19
8.72,173.99
8.99,105.22
9.55,187.32
9.81,22.06
10.55,101.11
10.94,124.65
11.02,57.39
11.14,191.38
11.21,174.21
11.59,202.07
12.04,6.44
12.35,224.50
12.38,51.38
12.44,127.20
14.30,131.91
14.32,1.47
14.39,254.40
14.77,207.30
14.81,216.88
15.06,56.17
15.24,188.64
15.51,87.05
15.57,124.01
15.90,236.19
15.91,178.49
17.03,176.28
17.22,119.70
17.49,186.33
17.79,84.53
17.79,94.69
17.83,167.52
17.85,161.10
17.93,1.19
18.43,7.01
18.46,154.63
18.46,200.20
18.56,151.04
18.58,138.94
18.60,144.43
18.63,125.77
19.44,165.25
21.14,118.59
21.28,84.36
21.34,158.07
21.55,91.75
21.71,122.36
21.77,107.76
21.93,35.18
22.14,18.47
22.27,47.24
22.57,115.42
22.70,208.37
22.73,140.43
22.79,24.66
22.95,99.86
23.97,33.67
24.14,161.77
24.47,172.01
24.83,123.62
25.11,155.37
25.40,25.80
25.51,3.29
25.57,129.75
25.73,218.27
25.74,178.08
25.88,74.75
25.93,198.97
25.94,142.76
27.18,106.64
27.57,36.00
27.67,196.71
27.81,253.67
27.99,78.92
28.11,173.93
28.72,248.96
29.02,161.14
29.49,170.98
29.79,76.48
30.14,252.36
30.40,124.83
30.56,37.04
30.76,64.31
31.55,61.37
31.57,223.74
31.72,168.81
31.77,244.52
31.94,28.92
31.95,127.25
31.99,122.42
32.06,179.95
32.33,77.07
32.34,227.21
32.51,99.93
32.64,57.06
33.47,148.56
33.64,49.12
33.68,19.04
34.19,162.78
34.50,127.39
34.57,32.12
34.70,145.50
34.81,6.11
35.05,183.72
35.22,16.07
35.77,89.78
36.06,100.87
36.15,86.99
36.36,232.91
36.75,209.70
37.61,76.23
38.04,34.33
38.06,148.53
38.18,61.31
38.32,244.68
38.33,42.64
38.45,8.75
38.57,65.13
38.65,81.98
39.06,53.36
39.06,241.45
39.29,252.71
39.52,230.75
39.85,181.80
40.17,89.34
41.23,130.42
41.52,163.29
41.68,159.96
42.50,44.81
42.59,204.56
42.92,165.52
43.81,64.81
44.40,173.73
44.44,194.40
44.56,98.71
44.57,72.19
44.67,17.34
44.81,252.39
44.86,23.74
45.15,4.38
45.19,232.12
45.22,215.45
45.40,55.43
45.51,151.75
46.31,103.86
46.74,6.95
47.70,21.04
47.70,194.23
47.79,65.98
47.80,159.69
47.83,184.47
47.87,57.97
48.27,248.30
49.28,60.51
49.54,125.30
49.86,110.12
50.14,231.89
50.39,75.98
50.45,203.13
50.64,206.46
50.96,155.17
51.33,102.04
51.41,90.87
51.76,220.93
51.84,144.49
52.09,137.94
52.21,112.31
52.76,50.17
53.06,213.06
53.43,202.76
53.54,11.56
53.71,228.03
53.79,199.82
53.92,164.84
53.97,52.78
54.38,19.51
54.66,25.59
54.72,173.57
54.78,134.95
54.89,224.61
55.03,78.86
55.10,236.62
55.16,99.35
55.17,8.85
55.21,117.43
55.54,137.39
55.64,22.06
55.84,197.22
55.90,184.12
55.95,253.42
55.99,167.48
56.85,84.53
56.90,1.04
56.98,27.45
57.23,68.37
57.56,212.54
57.99,92.45
58.24,64.78
58.31,21.92
59.69,197.04
59.76,226.95
59.81,170.57
60.04,84.71
60.57,199.39
60.72,111.64
61.17,151.39
62.35,23.36
62.54,40.55
62.80,6.43
63.34,125.65
63.41,133.57
63.87,213.93
64.08,143.93
64.64,22.15
64.76,18.88
65.15,50.68
65.23,238.42
65.27,94.54
65.37,141.33
65.70,244.53
65.79,124.50
65.86,34.00
65.92,76.66
66.21,216.27
66.40,228.66
66.59,38.79
66.63,9.36
67.45,62.44
67.62,198.04
67.80,29.19
67.87,251.43
68.47,68.11
68.47,154.42
68.50,65.57
68.54,128.80
68.92,40.83
69.19,44.41
69.90,60.25
70.26,194.17
70.28,93.32
70.39,27.41
70.52,231.69
70.82,152.69
71.12,243.83
71.23,181.25
71.32,66.74
71.75,198.24
71.93,21.66
71.96,169.74
72.01,201.98
72.18,189.20
72.27,235.07
72.44,177.79
72.50,155.55
74.32,255.75
74.45,10.50
74.49,80.69
74.50,144.98
74.57,221.72
74.60,216.33
74.91,92.19
74.96,72.80
75.50,14.51
75.62,44.65
75.66,134.26
75.73,49.02
75.94,203.86
76.31,246.16
76.98,254.13
77.04,80.99
77.34,72.00
77.40,224.95
77.75,37.75
77.98,114.84
78.55,51.72
78.83,196.70
79.26,65.89
79.27,28.30
80.11,69.58
80.54,136.85
81.16,123.90
81.36,32.26
81.84,16.21
82.09,115.95
82.22,58.66
82.36,214.35
82.37,35.69
82.56,68.37
83.23,4.10
83.58,28.47
83.85,229.34
84.11,195.47
84.19,201.83
84.56,212.51
84.64,80.84
84.87,209.81
84.95,34.23
84.97,171.98
85.33,20.60
85.53,130.60
85.98,227.09
86.79,90.95
87.70,57.84
87.94,191.42
88.21,99.23
88.49,95.66
88.57,131.39
88.87,219.54
90.71,163.94
90.83,114.70
91.06,5.73
91.32,243.46
91.42,194.26
91.65,227.04
92.08,11.70
92.21,251.41
92.37,161.73
92.38,63.13
93.21,60.56
93.47,18.04
93.59,89.49
94.14,148.10
94.19,228.39
94.59,0.58
94.96,154.17
95.56,82.00
96.14,181.58
97.37,230.91
97.38,102.27
97.44,77.24
97.68,110.43
97.73,244.76
97.80,187.15
98.11,157.51
98.55,246.89
98.85,84.22
99.15,228.87
99.30,213.70
99.93,164.37
100.30,90.91
100.39,69.64
100.65,14.51
100.90,207.46
101.02,242.74
101.26,151.74
101.36,221.43
101.51,184.06
101.56,94.82
101.62,72.58
101.65,50.11
101.93,161.05
102.20,215.35
103.22,163.55
103.71,69.01
104.05,90.29
104.19,48.40
104.30,133.23
104.34,40.95
104.40,150.44
104.49,240.41
104.66,253.92
105.07,121.48
105.21,74.40
105.55,107.71
105.61,142.23
105.66,38.28
105.74,193.91
106.62,201.86
107.11,49.60
107.15,243.46
107.73,1.03
108.01,11.32
108.05,64.44
108.39,175.43
108.43,140.09
108.58,234.88
108.73,180.63
108.74,39.11
109.12,201.17
109.26,118.54
109.30,254.65
110.01,170.70
110.56,71.25
110.82,7.67
111.05,211.82
111.13,136.97
111.21,217.71
111.32,203.48
111.55,18.49
111.66,63.32
111.81,110.97
112.28,220.17
113.01,139.19
113.84,45.27
114.14,167.21
114.71,26.11
114.94,200.46
115.13,94.12
115.15,146.90
115.35,111.81
115.41,127.55
115.91,42.66
117.11,47.81
117.29,73.88
117.29,254.25
117.38,167.55
117.55,243.63
118.85,221.86
119.59,200.59
120.02,219.41
120.32,164.66
120.51,109.62
120.54,1.58
120.58,246.95
120.64,45.89
120.72,204.74
120.92,51.49
121.34,84.34
121.38,144.92
121.45,254.63
121.54,236.49
121.56,4.56
121.68,40.95
121.72,79.08
122.07,18.60
122.15,150.05
122.16,177.35
122.26,131.49
122.58,115.25
122.85,31.57
122.91,193.31
123.60,111.15
123.70,120.94
123.91,160.28
124.42,86.60
124.43,147.54
124.68,187.19
124.78,243.80
124.92,71.44
125.27,179.22
125.54,141.06
125.67,96.22
125.74,153.42
126.37,122.29
126.39,104.19
126.41,44.86
126.80,176.81
127.47,218.03
127.74,213.03
127.84,208.39
127.88,31.75
127.94,11.67
127.96,37.71
127.96,254.59
128.37,133.57
128.58,247.26
128.69,60.20
129.89,22.39
130.14,217.06
130.15,65.42
130.28,85.79
130.32,199.25
130.73,237.69
130.93,9.14
131.15,134.48
131.18,24.59
131.29,101.92
131.68,60.64
131.72,219.96
131.85,138.61
131.86,201.52
132.10,155.64
132.15,227.94
132.46,41.65
132.54,57.77
133.29,45.17
133.35,178.28
133.36,74.37
133.39,16.75
133.74,181.48
133.92,255.26
134.13,120.37
134.38,104.51
134.57,25.94
134.60,22.71
134.67,100.67
134.77,84.32
135.04,184.66
135.12,42.82
135.14,227.13
135.43,217.23
135.58,206.39
135.62,55.25
135.85,170.71
135.97,12.32
136.06,144.25
136.44,30.52
136.79,157.67
137.18,0.25
137.21,121.37
137.30,24.28
137.59,27.63
137.67,222.15
137.94,208.27
137.95,218.80
138.84,152.23
139.11,162.94
139.25,169.34
140.31,211.05
140.79,124.09
140.92,1.76
141.09,27.53
141.58,64.55
141.81,84.45
142.24,115.27
142.31,170.17
142.42,208.50
142.78,89.29
143.02,162.15
143.37,141.89
143.77,14.80
143.87,135.65
143.97,213.53
144.12,20.12
144.15,130.55
144.26,233.64
144.32,217.71
144.38,250.52
144.74,47.76
144.74,151.74
144.78,210.64
144.90,93.56
145.29,220.33
145.46,207.19
145.50,204.47
145.99,8.17
146.30,69.10
146.31,199.19
146.41,98.78
146.56,34.13
147.28,117.86
147.28,214.85
147.68,234.39
147.79,196.70
147.80,66.43
147.86,37.09
148.17,82.72
148.63,193.60
148.89,253.72
148.90,92.46
148.91,181.29
148.98,103.14
149.06,248.17
149.15,157.48
149.20,100.46
149.85,64.26
150.22,58.13
150.38,132.22
150.40,119.91
150.53,175.87
151.23,217.03
151.36,221.73
151.93,61.19
152.22,30.38
152.38,89.98
152.46,104.92
152.48,167.88
153.41,247.12
153.50,11.30
153.82,157.45
154.11,74.41
154.25,251.08
155.25,57.96
155.31,214.77
155.61,47.07
155.79,160.60
156.89,92.19
157.27,40.03
157.27,164.64
157.32,9.00
157.35,224.04
157.43,190.74
157.44,194.78
157.54,24.10
157.54,174.07
158.05,102.25
158.55,215.06
158.96,0.51
159.58,127.10
159.77,47.62
160.20,183.37
160.71,18.81
160.79,210.83
160.87,44.87
160.89,222.90
161.04,31.09
161.40,109.79
161.85,7.97
162.14,28.61
163.42,18.50
163.53,203.99
164.16,250.43
164.37,117.95
164.52,108.26
164.65,144.04
165.01,37.99
165.04,165.83
165.13,24.21
165.64,213.48
166.57,57.16
166.67,70.39
166.79,1.67
167.67,221.22
167.91,12.70
168.37,213.97
168.71,150.33
168.85,243.87
168.96,20.64
169.46,105.12
170.17,77.57
170.46,134.84
170.51,11.37
170.86,67.93
170.97,15.85
171.21,172.10
171.84,144.84
172.45,94.31
172.71,75.71
173.23,13.95
173.53,48.96
173.66,170.89
173.79,122.50
173.98,199.03
174.08,211.60
174.36,194.04
174.43,2.01
174.82,131.80
175.01,90.96
175.31,50.57
175.60,215.11
175.66,96.30
175.79,219.42
176.19,188.10
176.21,16.97
176.21,247.23
176.66,151.23
177.17,254.70
177.24,157.06
177.43,104.32
177.76,108.45
178.40,249.63
178.50,71.99
178.57,175.06
178.72,101.42
178.98,205.28
179.86,231.55
179.87,137.93
180.00,34.95
180.09,88.91
180.70,23.70
180.76,250.63
180.79,45.59
180.86,174.39
180.99,14.16
181.02,58.22
181.18,247.63
181.46,234.08
181.58,201.49
181.59,124.27
181.87,115.22
182.22,144.15
182.60,133.14
182.66,178.91
183.36,72.12
183.47,152.05
183.54,174.90
183.57,3.38
183.88,109.01
183.93,69.32
184.01,231.44
184.03,194.42
184.12,161.15
184.28,149.56
184.53,16.77
184.81,6.04
185.10,112.44
185.28,11.19
185.65,210.37
187.19,247.79
187.36,101.31
187.47,130.16
187.64,60.88
187.99,181.27
188.10,251.65
188.29,177.34
188.35,41.13
188.61,200.96
189.16,63.25
189.33,184.66
189.94,208.86
190.06,121.71
190.11,65.86
190.42,113.61
190.71,48.27
190.79,21.76
190.82,51.70
190.89,10.62
191.14,107.21
191.40,42.01
191.41,174.50
191.67,90.18
191.67,205.10
191.77,237.03
191.79,240.96
191.89,221.55
192.10,123.65
192.63,76.61
192.77,254.31
193.56,127.71
193.65,178.19
193.71,194.80
193.80,226.06
193.82,167.67
193.87,191.25
194.19,173.22
194.48,68.66
194.70,86.47
194.93,221.92
195.14,4.84
195.19,72.04
195.27,228.80
195.90,179.81
196.03,50.79
196.83,124.95
197.47,196.07
197.78,46.79
197.85,70.57
198.05,158.23
198.13,229.65
198.21,28.71
198.45,208.94
199.31,161.85
199.43,3.09
199.71,105.12
199.97,152.09
200.89,84.94
200.99,131.52
201.11,172.29
201.35,35.51
201.45,218.60
201.58,63.45
202.09,233.14
202.47,38.97
202.50,24.25
202.58,92.76
202.79,87.88
202.81,139.32
203.06,230.58
203.27,160.46
203.55,70.23
203.66,76.07
203.93,216.44
204.26,34.05
204.59,142.02
204.59,192.33
204.85,207.91
205.01,213.52
205.95,201.45
206.18,83.66
206.40,77.41
206.55,255.44
206.92,98.37
207.13,79.94
207.18,49.41
207.45,74.91
207.64,158.60
207.67,2.05
207.73,17.51
207.78,251.44
207.86,145.50
208.13,33.44
208.24,134.91
208.34,138.20
208.36,10.02
208.40,172.41
208.42,220.77
208.48,164.25
208.49,67.47
208.50,201.76
208.59,224.08
210.46,105.20
211.07,8.38
211.19,21.94
211.25,12.09
211.34,57.20
211.57,171.26
211.95,204.22
212.08,251.56
213.38,241.38
213.46,67.39
213.73,121.76
213.92,163.56
213.98,94.01
214.42,176.76
214.55,213.37
214.68,85.44
214.77,44.98
214.85,172.28
215.00,47.75
215.16,188.72
215.32,117.12
215.89,120.80
216.08,114.33
216.33,30.73
217.23,215.32
217.57,153.02
217.60,244.63
217.79,41.00
218.53,71.02
218.91,54.59
219.17,150.51
220.12,162.10
220.41,178.07
220.43,87.49
220.45,214.52
220.60,204.83
221.03,98.65
221.03,187.54
221.38,241.29
221.42,5.84
221.48,200.97
221.72,84.69
221.93,222.40
222.70,196.88
223.09,226.83
223.20,129.96
223.47,213.67
223.55,231.57
223.88,120.41
224.07,221.65
224.08,87.55
224.09,185.53
224.34,171.75
224.58,240.96
224.66,175.24
225.15,201.43
225.60,194.11
225.62,183.19
225.72,155.09
226.09,1.43
226.19,215.38
226.83,4.36
226.88,171.03
227.42,90.55
227.62,98.46
227.76,66.47
227.90,36.90
227.98,212.69
228.03,158.16
228.11,197.89
228.12,191.26
228.55,9.28
228.86,21.86
228.92,63.82
229.08,251.43
229.93,142.83
230.05,150.83
230.18,97.14
230.33,173.61
230.46,51.20
230.73,67.90
230.82,240.61
231.00,128.42
231.18,15.50
231.19,48.65
231.41,212.68
231.85,94.68
232.01,137.60
232.94,20.00
233.72,174.20
233.84,197.14
234.09,76.91
234.26,180.23
234.40,25.50
234.52,243.17
234.98,121.92
235.11,230.05
235.17,161.78
235.19,27.97
235.76,125.69
236.07,186.65
236.23,150.34
236.97,158.46
237.75,104.25
237.91,19.83
237.91,191.29
238.06,213.82
238.21,225.15
238.33,151.74
238.38,67.95
240.07,124.42
240.08,57.30
240.44,120.98
240.55,54.79
240.67,10.26
240.68,74.64
240.70,227.35
241.03,223.48
241.43,80.08
241.54,151.87
241.59,254.70
241.66,172.38
242.10,215.54
242.22,64.16
242.31,42.31
243.43,102.25
243.85,218.34
243.95,227.05
244.21,213.23
244.91,104.77
244.93,40.85
245.40,64.33
245.43,185.43
245.56,7.48
245.63,142.46
245.98,163.24
246.17,196.43
246.36,126.32
247.15,151.11
247.33,70.20
247.38,39.82
247.50,22.89
247.67,43.55
248.09,225.13
248.32,8.84
248.43,220.43
248.93,104.78
248.94,0.87
249.77,28.62
249.85,67.61
250.20,164.64
250.84,232.77
250.93,78.82
251.04,238.38
251.25,207.79
251.66,2.05
252.08,151.93
252.10,148.56
252.11,33.37
252.79,162.29
253.41,197.41
253.54,140.79
253.59,56.16
253.89,27.94
254.19,31.19
254.46,61.07
254.51,231.30
254.86,227.89
255.01,239.66
255.06,48.29
255.06,214.06
255.11,254.34
255.12,205.22
255.15,68.42
255.39,85.47
255.77,116.23
0.07,51.79
0.39,15.93
1.11,243.59
1.31,27.88
1.39,135.81
1.90,213.60
2.12,109.20
2.12,114.33
2.43,85.19
3.25,174.98
3.59,205.24
3.60,178.30
3.99,68.63
4.25,161.13
4.37,211.26
4.40,47.78
4.40,140.95
4.82,65.38
4.98,148.24
5.53,59.21
5.57,55.57
5.57,77.83
5.66,144.96
5.89,51.23
6.11,217.73
6.51,1.36
6.83,40.22
7.08,16.06
7.33,140.99
7.36,238.58
7.45,203.87
7.89,58.00
7.99,192.23
8.14,100.21
8.22,95.07
8.31,35.83
8.39,5.87
8.55,27.83
8.77,211.33
8.97,74.62
10.01,92.86
10.60,240.67
10.83,254.84
10.93,234.99
11.04,85.33
11.14,109.09
11.17,230.60
11.24,147.57
11.55,65.11
11.55,246.92
11.73,54.16
11.83,69.23
11.88,151.19
12.14,20.68
12.26,188.56
12.38,135.11
14.04,199.34
14.40,95.23
14.58,45.03
14.60,249.91
14.64,164.82
14.81,212.01
14.87,48.17
14.91,148.06
14.97,184.01
15.00,73.79
15.24,14.17
15.26,162.01
15.45,41.97
15.50,51.51
15.83,151.09
16.11,244.67
18.12,15.01
18.14,58.32
18.22,91.74
18.25,35.46
18.33,11.44
18.40,181.27
18.68,174.31
18.86,207.92
18.92,21.11
19.91,229.27
20.22,203.54
20.40,43.84
20.46,78.06
20.56,161.95
20.70,136.71
21.03,27.09
21.18,57.23
21.48,134.21
22.00,74.63
22.03,87.91
22.19,233.63
22.25,214.95
22.79,186.01
22.93,129.03
22.95,190.75
23.67,180.46
24.11,137.62
24.86,45.89
25.04,238.62
25.37,183.12
25.53,230.84
25.58,249.60
25.87,147.78
26.64,139.82
26.76,115.04
27.45,131.70
27.48,44.02
27.88,101.47
28.10,87.15
28.40,234.04
28.97,116.96
29.26,119.73
29.77,228.38
30.09,99.46
30.66,218.62
30.87,39.77
30.87,130.35
31.12,188.69
31.43,240.70
31.69,103.49
31.80,162.92
31.96,1.01
32.25,254.02
32.32,213.74
32.88,116.71
33.23,143.15
34.36,187.62
34.45,167.02
34.51,45.32
34.69,103.89
34.69,178.47
35.14,41.73
35.41,170.69
35.67,109.80
36.58,114.55
36.93,156.78
37.32,50.58
37.52,145.26
37.66,170.29
37.77,116.88
37.79,187.12
37.79,218.02
38.21,47.70
38.28,127.36
38.30,104.75
38.44,72.30
38.49,160.90
38.54,164.62
38.75,5.25
38.89,18.22
39.12,110.08
39.29,100.99
39.98,211.43
40.37,196.85
40.71,238.66
40.77,227.83
40.79,117.90
41.18,233.76
41.35,245.18
41.45,102.42
41.56,32.57
42.06,155.31
42.49,250.86
42.62,128.03
42.63,25.02
43.73,36.90
43.87,145.50
44.15,8.00
44.22,224.18
45.10,212.24
45.34,126.59
45.63,170.87
45.67,185.82
46.43,83.84
47.13,237.29
47.56,73.76
47.77,217.52
47.82,155.00
47.88,150.97
47.94,174.82
48.18,180.72
48.30,78.21
48.68,119.11
48.68,188.73
48.91,70.52
49.15,46.39
50.08,148.62
50.15,104.52
50.33,22.75
50.37,240.46
50.39,186.87
50.47,228.82
50.74,247.85
50.78,183.36
50.99,164.93
51.20,251.67
51.31,198.49
51.92,24.85
51.94,140.84
52.12,42.20
52.12,243.72
52.27,224.13
52.47,77.84
52.59,129.95
52.87,157.16
53.60,185.87
54.23,247.46
54.24,34.97
54.36,251.06
54.59,39.74
54.65,142.11
55.01,91.24
55.27,210.58
55.57,154.44
55.69,60.59
55.70,158.43
55.74,216.72
55.75,4.46
55.79,102.32
56.23,88.10
56.96,201.19
57.19,51.45
57.51,124.65
57.80,237.50
57.97,32.91
58.02,142.27
58.30,204.57
58.36,186.22
58.48,44.57
58.78,73.38
58.84,253.99
58.87,40.86
58.98,219.00
59.06,11.90
59.50,47.95
60.67,7.93
60.71,34.52
60.75,63.55
60.79,130.76
61.02,105.99
61.31,148.22
61.49,91.12
61.50,201.97
61.93,144.76
63.03,171.73
63.38,102.31
63.54,110.28
64.57,87.91
64.73,136.80
64.75,176.86
64.90,150.50
64.93,194.06
65.10,58.69
65.16,190.43
66.84,73.49
67.08,185.44
67.29,121.37
67.36,81.48
67.52,195.39
68.10,4.79
68.35,201.30
68.36,247.11
68.47,52.37
69.34,89.31
69.55,83.79
70.07,7.86
70.26,50.34
70.31,250.92
70.56,121.06
70.75,144.69
71.23,111.85
71.30,224.48
71.59,86.85
71.61,45.02
71.67,58.22
71.68,118.38
71.79,127.71
71.96,25.05
72.37,191.98
72.40,29.65
72.40,39.80
73.50,160.66
73.55,51.18
73.79,34.49
73.84,84.74
74.00,171.78
74.47,37.38
74.73,59.11
74.78,88.67
74.78,211.78
75.01,25.08
75.01,55.40
75.62,197.98
75.84,2.32
76.09,241.96
77.68,213.32
77.79,96.07
77.98,30.31
78.59,34.72
78.63,180.91
78.82,230.82
79.08,244.69
79.13,155.18
79.28,45.60
79.41,215.64
79.73,14.46
80.04,55.85
80.42,253.02
80.69,233.96
80.93,85.44
81.17,47.93
81.18,153.58
81.56,147.65
81.68,26.93
81.69,157.98
81.73,193.53
81.83,77.49
81.99,208.09
82.03,63.61
82.16,231.39
82.23,224.01
82.41,10.47
82.46,204.86
82.77,150.46
82.94,24.03
83.64,134.83
83.76,239.67
84.13,119.13
84.20,251.15
84.31,247.31
84.41,160.90
84.60,168.89
84.83,100.88
85.16,62.01
85.30,59.38
85.33,145.15
85.36,126.27
85.52,108.72
85.65,138.83
86.10,184.63
86.46,122.66
86.59,18.47
86.87,26.46
86.90,194.31
86.98,47.25
87.28,1.14
87.59,41.78
87.66,128.05
87.66,188.16
88.21,85.20
88.23,4.84
88.53,89.03
88.73,205.69
88.83,197.21
88.90,49.93
89.05,16.47
89.21,210.21
89.35,60.41
89.46,55.26
89.85,117.88
90.30,34.64
90.34,185.64
90.81,71.02
90.83,191.08
91.27,97.15
91.36,120.97
91.52,52.77
91.77,81.71
92.26,170.68
92.58,78.90
92.85,108.89
93.73,151.22
93.76,51.52
93.77,203.87
93.80,119.46
93.80,211.87
94.00,45.55
94.06,245.90
94.26,21.08
94.54,186.90
94.58,77.24
94.69,111.51
94.87,208.65
95.05,54.93
95.23,194.72
95.32,141.74
95.41,34.58
95.60,58.37
96.19,91.76
96.23,66.34
96.33,88.36
96.58,241.61
97.07,121.26
97.24,149.51
97.30,60.59
97.43,184.23
97.94,155.16
98.37,176.74
98.72,127.60
99.01,222.69
99.43,66.92
99.61,180.90
100.03,131.79
100.66,233.72
100.81,218.36
100.82,193.88
100.91,251.64
100.92,77.62
100.94,200.32
101.40,128.19
101.80,230.63
101.81,120.63
101.87,64.58
102.07,175.69
102.21,141.71
103.29,130.14
103.30,165.98
103.60,8.97
104.33,15.42
104.68,213.08
104.73,191.15
104.78,52.28
104.82,44.28
105.75,168.58
106.00,96.52
106.82,100.86
106.92,85.61
107.16,163.30
107.71,183.51
107.79,120.89
107.81,129.94
107.88,34.84
107.96,67.07
107.96,69.93
107.99,226.90
108.36,21.25
108.39,107.92
108.59,103.65
108.70,79.71
108.72,241.31
108.87,208.13
109.34,74.67
109.63,50.66
110.51,78.13
110.79,56.70
111.01,251.92
111.17,164.38
111.30,59.70
111.34,104.89
111.38,248.86
111.42,223.44
111.48,122.09
111.73,83.04
112.33,188.67
113.99,67.51
114.06,48.46
114.32,237.92
114.56,183.53
114.68,134.05
114.69,170.34
114.92,124.47
114.94,63.01
116.08,191.74
116.12,209.06
116.53,99.59
116.62,206.11
116.79,239.74
116.86,89.17
117.04,58.38
117.05,174.69
117.10,231.38
117.28,203.32
117.62,69.01
117.70,228.40
117.71,247.56
117.74,154.47
117.77,50.51
118.38,151.69
118.39,215.01
118.45,128.42
118.66,71.69
118.78,104.77
118.95,31.61
119.70,184.96
120.08,232.84
120.24,120.70
120.26,29.33
120.76,139.34
120.90,96.01
120.90,160.83
121.16,244.25
121.22,155.10
122.19,212.24
122.30,209.19
122.54,21.67
122.86,152.82
