Size: 256
Style: stroke-linecap="round" stroke-width="1.6" stroke="#ffffff"
Path: m-.05,-.05 h0
55.75,171.39
63.03,172.37
67.81,172.22
72.82,172.77
76.52,172.71
82.35,174.05
89.29,172.22
92.9,174.3
97.04,172.7
105.14,175.19
106.79,171.51
114.11,175.33
116.63,172.14
121.54,172.21
128.11,173.06
133.43,172.13
137.93,172.23
143.99,175.11
148.08,173.57
152.71,171.89
158.99,171.92
164.51,172.55
169.84,173.3
173.15,173.47
177.36,171.79
182.63,172.33
189.83,172.89
191.7,175.04
197.79,173.8
202.88,172.36
208.25,174.57
214.99,173.55
218.18,174.62
225.1,171.12
228.5,174.81
231.8,172.7
237.11,173.38
243.73,173.81
246.88,171.45
251.59,173.55
4.17,176.38
8.95,177.67
12.67,178.72
19.17,178.54
24.49,177.92
29.2,178.75
32.92,176.77
36.86,177.21
42.93,177.98
46.45,177.38
50.98,179.76
56.36,176.36
64,177.37
66.76,176.11
72.65,178.52
77.55,177.87
81.45,179.39
87.79,179.08
93.62,178.76
98.7,176.77
101.77,176.14
108.76,179.07
111.21,176.54
117.8,177.26
122.06,176.78
129.16,178.42
133.81,176.25
136.76,178.64
141.35,178.72
149.38,177.98
153.24,178.29
159,179.2
163.02,177.16
168.45,179.46
172.91,178
177.03,180.08
184.26,176.97
188.98,179.13
192.24,179.94
196.48,179.52
203.83,177.01
208.93,178.9
213.35,176.8
219.43,176.9
223.98,177.29
226.89,179.67
234.62,178.8
238.86,177.09
243.18,177.83
248.32,177.85
255.51,178.06
2.15,184.2
8.09,182.37
11.2,185.03
17.8,184
20.97,182.27
25.85,183.98
32.93,184.28
37.3,183.58
44.29,183.15
48.03,182.87
54.98,183.09
59.62,181.27
61.61,184.22
67.92,182.9
71.3,184.77
77.49,184.12
80.92,182.19
89.57,183.91
94.06,182.67
99.63,181.36
101.8,184.33
107.41,182.87
114.22,182.77
118.31,181.98
122.7,182.32
127.87,184.19
134.59,182.09
139.3,185.29
143.82,183.06
146.29,184.36
151.59,181.95
159.65,182.66
163.69,183.78
166.74,185.09
171.94,182.26
177.19,184.17
182.75,181.67
188.07,183.58
192.43,183.68
199.47,182.82
204.01,181.46
208.58,183.1
212.76,182.29
217.48,183.28
222.38,181.5
226.58,183.23
231.9,181.63
237.95,183.56
241.91,184.43
247.81,181.74
255.1,181.96
1.32,186.95
7.1,188.67
12.5,189.02
19.05,189.45
22.71,188.35
28.66,189.09
31.91,187.78
38.23,189.64
41.9,186.73
49.11,186.64
52.63,186.8
56.75,187.54
61.97,188.06
69.12,189
74.34,188.67
78.77,188.76
82.91,186.27
87.09,187.74
93.54,189.67
96.69,186.33
100.99,189.58
108.45,187.85
113.89,187.36
118.94,187.3
123.1,189.56
129.14,187.33
133.82,187.14
139.53,190.14
143.86,188.52
148.52,187.24
153.38,187.36
156.92,187.41
161.29,188.45
167.5,189.45
172.82,188.18
176.77,188.9
184.46,186.96
189.59,187.51
192.78,189.65
199.62,186.76
201.36,189.72
206.18,187.41
214.13,188.59
219.58,188.31
224.23,187.06
227.61,188.22
233.84,188.11
237.27,189.54
242.23,187.45
247.36,187.01
253.77,188.72
1.12,191.53
7.85,194.86
13.17,194.51
15.8,191.23
20.95,193.29
27.48,193.77
32.4,194.81
39.01,194.8
43.12,191.37
45.8,194.12
53.3,194.51
56.74,192.24
61.31,191.62
67.84,193.26
73.83,194.85
78.36,193.13
84.26,193.29
87.8,193.26
91.89,192.89
97.54,194.32
103.67,193.88
106.68,193.93
111.83,193.16
117.24,192.12
123.55,192.45
128.45,192.9
132.2,192.97
139.95,193.47
144.84,193.91
149.42,192.94
152.22,191.59
159.28,194.43
164.16,192.07
167.45,193.05
173.81,193.75
179.98,191.56
183.25,193.65
189.33,193.17
193.7,194.87
199.57,194.04
205.4,193.1
208.82,191.75
212.19,192.63
216.79,192.59
222.84,193.05
229.98,192.49
234.96,193.05
239.83,194.11
242.94,194.4
247.05,192.65
252.78,192.7
1.02,198.58
7.06,198.1
12.43,198.01
16.98,197.95
22.02,197.59
27.26,197.92
32.99,199.53
37.1,198.37
44.35,198.32
48.55,197.54
54.39,198.93
56.87,200.35
63.29,199.14
66.18,196.52
73.81,198.89
78.1,197.63
81.29,200.3
88.99,197.16
91.64,200.04
99.85,197.86
104.72,197.3
109.76,196.96
113.84,196.57
117.87,200.31
122.14,198.56
127.58,198.72
132.54,196.63
136.17,198.08
142.46,198.97
148.86,197.43
153.94,197.83
156.78,197.92
164.6,197.33
166.98,199.73
173.65,197.23
177.58,198.63
184.53,198.4
188.11,199.1
194.7,198.72
199.54,199.29
202.55,197.06
209.06,197.32
213.73,199.5
219.72,198.31
222.63,198.65
226.91,196.84
232.99,199.32
239.17,198.73
245.72,199.97
249.7,197.45
254.87,196.28
3.34,204.73
8.09,203.98
13.85,203.95
19.37,204.25
23.41,204.07
25.66,205.36
34.53,204.73
38.66,202.87
41.72,204.3
46.69,202.54
51.57,201.32
57.57,203.85
63.61,203.33
68.72,203.47
73.16,203
76.96,201.71
83.58,204.69
86.86,201.2
93.87,205.08
96.44,202.99
102.65,203.52
106,205.02
113.25,201.51
120.1,203.62
123.94,201.25
126.46,204.74
131.6,202.8
136.52,202.4
144.65,205.39
147.1,202.38
152.76,202.23
158.75,203.82
163.96,204.7
167.47,203.47
172.71,203.41
179.49,202.49
182.92,202.52
189.41,204.49
194.7,201.78
199.26,203.27
202.34,204.01
207.72,204.62
214.14,204.6
217.62,202.18
223.29,204.55
230.07,204.8
232.94,204.01
239.6,202.32
242.79,204.5
250.14,202.79
254.08,204.96
1.49,208.69
7.57,207.29
12.99,207.41
18.74,209.57
22.24,209.43
28.01,206.22
32.36,207.99
37.66,208.68
44.11,207.97
48.71,206.77
51.85,208.55
58.28,207.46
61.62,207.36
68.6,208.1
73.65,206.92
77.65,209.6
81.54,208.64
87.18,209.9
94.62,208.29
96.3,210.1
101.3,208.59
109.31,207.56
112.44,206.28
116.7,207.37
124.54,208.92
129.88,210.18
133.67,207.47
136.36,209.65
141.48,208.99
148.83,208.58
152.24,208.58
156.91,209.03
163.63,208.49
169.08,208.62
171.68,207.38
178.55,208.15
183.66,209.79
186.67,208.2
193.86,207.53
197.56,208.87
201.65,209.24
207.15,208.12
213.97,207.9
218.41,209.42
225.22,210.18
226.42,207.22
235.24,209.86
239.43,207.41
242.79,207.91
248.87,206.48
251.92,207.2
3.3,214.85
6.11,213.22
12.2,211.36
15.66,213.92
22.8,214.85
28.35,213.61
33.26,212.52
38.91,214.69
43.9,212.79
46.8,213.86
52.43,214.1
56.29,214.38
62.8,211.47
67.73,214.29
74.26,211.68
76.62,214.41
83.53,211.56
86.62,214.84
91.87,212.47
98.72,214.57
101.8,213.31
107,211.89
112.22,213.79
116.56,212.94
121.35,211.68
128.64,214.69
134.85,214.79
136.83,212.3
142.74,214.81
147.86,212.84
152.52,213.51
157.49,214.31
163.32,213.01
169.77,212.72
173.92,212.04
178.64,215.15
181.52,214.02
187.65,213.93
193.28,213.54
197.98,213.15
204.78,214.41
209.52,213.07
213.58,211.54
216.82,215.21
223.65,214.53
227.5,214.9
231.84,211.28
236.74,212.3
241.9,213.41
247.13,213.76
251.77,212.64
4.05,218.81
8.86,219.69
11.54,217.03
16.84,218.83
21.49,218.19
26.18,218.95
31.59,217.76
36.3,219.3
41.21,218.51
47.27,220.16
51.91,217.37
57.89,217.44
63.46,216.88
67.13,217.27
72.83,218.24
77.58,218.34
83.69,217.21
87.57,220.04
91.55,216.86
99.68,220.11
101.57,216.74
107.67,217.18
113.83,216.93
116.74,218.85
122.91,217.05
127.18,219.16
134.13,218.18
138.57,219.7
144.34,218.83
148.12,218.14
153.71,218.66
160.09,217.39
162.19,220.22
168.88,218.31
174.02,218.79
179.51,220.01
184.23,217.78
187.95,217.45
193.74,219.56
196.69,217.97
204.45,220.02
207,217.11
212.03,218.72
219.62,216.46
222.84,217.45
228.69,217.64
234.49,219.97
238.7,217.46
241.99,219.41
248.99,216.79
254.76,218.14
2.34,224.33
6.1,222.1
13.89,223.2
16.97,223.52
22.9,221.99
25.87,224.59
32.52,224.08
37.16,224.21
42.35,222.64
49.28,223.6
52.01,225.45
57.44,224
61.53,222.02
68.84,223.17
73.65,223.44
77.52,224.14
81.48,222.82
88.87,222.61
92.97,224.08
99.69,225.31
103.81,221.51
109.25,224.02
113.35,224.55
117.89,222
124.44,221.73
127.33,224.82
132.87,223.39
137.15,224.3
141.33,222.73
149.79,222.74
154.51,223.62
158.32,222.2
161.99,225.21
168.26,224.7
172.5,221.86
177.83,222.01
184.12,224.05
187.18,222.27
194.92,222.44
198.35,224.86
201.84,223.71
209.32,222.92
215.29,222.56
219.21,223.52
222.05,224.36
226.69,224.63
231.47,224.03
236.6,223.51
245.27,224.26
247.51,221.66
253.97,223.89
2.66,228.68
7.66,228.35
11.16,229.34
16.69,229.16
22.47,228.98
28.34,226.69
32.26,227.76
37.86,227.77
43.43,229.11
48.57,227.69
54.15,230.1
58.94,227.8
61.68,229.77
65.56,226.2
72.85,228.58
78.03,229.67
81.83,229.7
89,227.25
94.3,227.56
97.35,226.47
102.86,229.01
108.24,227.18
111.01,228.44
118.11,226.9
121.56,226.78
128.58,228.25
133.16,229.74
140.14,227.96
144.47,226.5
149.46,226.63
151.3,229.7
156.59,229.57
162.61,229.35
166.66,227.86
171.95,226.72
179.57,227.33
182.59,228.6
189.36,229.63
193.57,228.7
197.67,227.35
204.37,226.88
208.74,228.28
212.59,226.91
217.82,228.8
225.02,229.54
228.83,229.86
233.06,229.1
237.95,226.33
242.51,227.08
248.83,230.15
252.6,227.24
1.29,234.45
7.04,235.11
12.8,233.17
17.62,234.34
23.71,232.6
27.53,234.98
32.21,232.98
37.74,234.33
44.75,235.01
45.91,231.9
51.04,232.7
57.76,234.1
63.77,232.57
68.17,234.41
71.31,232.38
79.37,234.8
83.36,231.9
89.06,231.68
91.39,233.68
99.42,232.54
102.3,234.87
109.54,234.65
113.5,232.44
118.57,232.6
122.86,234.95
126.73,232.38
131.44,233.8
138.7,233.88
142.45,232.34
148.78,235.14
152.82,233.78
158.21,234.49
162.12,233.35
167.82,233.99
172.34,232.31
177.31,233.74
181.91,234.98
187.72,233.86
192.51,234.25
197.22,232.12
203.51,233.59
207.37,234.77
214.22,234.29
219.25,232.04
223.92,234.33
229.46,235.32
234.64,233.6
236.93,231.74
243.62,231.51
246.66,234.68
252.02,234.03
2.54,239.62
8.43,239.59
13.99,239.8
18.8,238.46
24.41,238.95
28.57,237.76
32.68,239.35
38.39,237.79
44.41,238.67
47.71,238.83
52.15,238.94
56.42,239.9
63.31,238.79
68.26,238.43
74.68,236.42
78.52,238.15
84.47,237.26
87.89,238.96
94.33,238.55
99.28,237.18
101.39,239.17
107.81,238.2
111.35,239.5
117.19,237.48
122.1,239.08
126.58,239.21
134,240.2
136.55,237.37
143.62,239.77
148.95,239.71
154.07,237.15
158.54,238.3
163.76,238.15
167.77,239.88
174.2,237.87
177.93,238.09
181.15,240.03
189.53,238.2
192.2,240.21
197.4,237.58
202.7,238.27
207.34,239.81
214.36,237.95
217.81,237.23
223.7,236.9
226.44,239.35
235.51,239.8
239.59,236.79
243.56,239.42
248.17,237.57
254.42,238.1
4.56,243.64
6.82,245.43
13.42,243.87
17.29,244.16
21.23,242.79
26.36,244.44
32.88,242.8
37.33,242.28
41.35,244.56
46.1,243.33
51.64,245.25
59.02,242.73
62.73,243.28
68.39,243.59
72.84,242.59
76.36,245.1
81.8,241.78
88.26,243.03
91.35,244.67
97.78,243.46
103.05,244.48
107.35,244.55
111.63,244.56
116.83,243.15
124.8,244.06
129.3,243.02
131.88,243.84
137.15,242.85
142.34,243.02
148.76,242.31
152.43,242.71
160.11,241.89
161.6,245.03
167.78,244.09
171.85,243.52
177.59,244.19
183.49,241.67
189.12,242.96
193.45,244.52
199.72,244.49
203.18,243.09
206.42,243.8
213.61,243.98
218.01,242.43
224.38,242.85
229.51,242.06
232.25,243.93
238.48,244.46
242.49,245.03
249.63,242.06
254.1,245.34
2.88,246.77
5.77,250.34
13.92,247.31
19.24,247.49
22.55,247.18
28.63,249.69
33.17,248.83
36.94,246.61
40.71,248.9
46.08,249.8
52.29,250.22
58.74,248.05
63.54,247.72
68.69,248.28
71.55,249.96
77.16,248.89
82.87,246.27
89.58,250.08
91.69,248.25
97.25,248.13
102.41,248.74
109.22,249.35
114.81,246.84
118.61,250.3
123.51,247.28
128.94,248.35
133.68,248.2
139.1,249.48
143.25,246.52
148.07,249.56
153.9,247.09
157.87,248.81
163.31,248.52
169.62,249.2
173.7,249.48
176.97,247.69
184.36,246.63
188.05,248.89
195.01,248.66
199.51,247.74
202.98,250.5
208.71,246.96
212.72,247.55
216.76,247.02
221.96,248.59
227.26,248.96
231.99,248.6
236.44,246.77
243.59,248.39
248.32,246.36
251.53,247.76
1.99,254.21
9.07,251.6
12.85,254.81
16.87,254.58
23.67,254.27
26.46,254.6
31.55,255.32
39.36,253.13
42.66,255.33
46.9,252.45
54.37,255.19
57.27,252.54
63.86,253.11
66.39,254.63
74.56,252.51
78.34,253.48
82.88,252.15
87.22,253.06
94.82,254.44
99.26,252.74
103,254.71
106.74,254.92
111.3,254.61
115.79,254.05
121.79,251.93
126.67,253.13
133.24,253.6
139.48,253.11
142.73,252.02
147.24,253.91
151.94,252.96
159.86,251.81
162.14,254.76
166.4,252.75
174.51,254.42
179.07,253.88
183.63,252.2
186.6,252.47
191.95,254.15
198.29,253.55
202.4,253.88
208.79,253.42
213.27,253.71
219.08,252.23
223.89,254.57
229.47,255.22
234.7,253.77
237.09,252.08
245.16,254.29
248.12,253.08
253.98,252.45
256.48,13.96
256.46,172.22
